Actual,Predicted,Error,Error_%
1.058,1.0620044860285127,0.004004486028512666,0.37849584390478885
1.024,1.0174545669371562,-0.006545433062843831,0.6392024475433429
1.089,1.08536756812474,-0.003632431875260078,0.33355664602939195
0.126,0.13824839351680132,0.01224839351680132,9.720947235556604
0.936,0.9374433106527678,0.0014433106527677042,0.15419985606492564
0.608,0.611436434494944,0.0034364344949440184,0.565203041931582
1.138,1.141836678487205,0.0038366784872050363,0.3371422220742563
1.011,1.0153388883383452,0.004338888338345281,0.42916798598865297
0.991,0.9936104193471775,0.0026104193471775394,0.26341264855474666
1.029,1.026402520395343,-0.0025974796046568382,0.2524275611911408
0.39,0.39482750114617104,0.0048275011461710315,1.2378208067105207
1.183,1.178455264696602,-0.004544735303398051,0.3841703553168259
0.696,0.6982138523522592,0.002213852352259238,0.31808223452000545
0.63,0.6287925503084265,-0.0012074496915734922,0.19165868120214163
0.946,0.944733212148479,-0.0012667878515209008,0.13390992087958783
0.807,0.8163275936991695,0.009327593699169467,1.1558356504547047
1.075,1.071580553216475,-0.0034194467835249043,0.31808807288603763
1.099,1.0995623382816837,0.0005623382816837275,0.05116817849715445
0.778,0.7679690362807683,-0.010030963719231734,1.2893269561994516
0.732,0.7398003371953782,0.007800337195378204,1.065619835434181
0.874,0.8729165050557127,-0.0010834949442872777,0.12396967325941392
0.733,0.7252138487355316,-0.007786151264468355,1.0622307318510718
0.955,0.9543742679056393,-0.0006257320943606759,0.06552168527336921
1.008,1.008613398352642,0.0006133983526419584,0.06085301117479746
0.215,0.2081866398397622,-0.006813360160237786,3.1690047256919938
0.81,0.8068106950736889,-0.0031893049263111983,0.3937413489273084
0.308,0.30831655579404943,0.00031655579404943346,0.10277785521085503
0.693,0.6950494299866155,0.002049429986615503,0.2957330428016599
1.133,1.138934120548433,0.005934120548432897,0.5237529168961075
1.045,1.0392763759929853,-0.005723624007014649,0.5477152159822631
0.914,0.9214111766488153,0.007411176648815299,0.810850836850689
0.983,0.9870295531735053,0.004029553173505285,0.4099240257889405
1.121,1.1166735706239763,-0.004326429376023677,0.3859437445159391
0.865,0.87046313486606,0.005463134866059982,0.6315762850936396
0.871,0.8713830655841424,0.00038306558414236136,0.04397997521726307
1.02,1.0172340981304515,-0.002765901869548504,0.2711668499557357
0.756,0.7559604519612464,-3.954803875361179e-05,0.005231222057356057
0.921,0.9275400535491319,0.006540053549131897,0.7101035341076978
1.122,1.1210791051188003,-0.0009208948811998408,0.08207619262030666
0.657,0.6605916768121513,0.0035916768121512233,0.5466783580138848
1.063,1.0562375311520642,-0.006762468847935743,0.6361682829666738
1.046,1.0470530174729962,0.0010530174729961317,0.10067088651970665
1.141,1.1438144503037957,0.002814450303795679,0.24666523258507267
1.131,1.1300428856122198,-0.0009571143877802335,0.08462549847747423
1.023,1.026126664415021,0.0031266644150211853,0.3056367952122371
1.064,1.06432933276324,0.0003293327632398757,0.030952327372168766
0.597,0.5945020771114431,-0.0024979228885568805,0.41841254414688117
0.512,0.5121722328028966,0.00017223280289657694,0.033639219315737684
0.646,0.6540006395245326,0.00800063952453256,1.2384890904849164
0.974,0.9777834280853462,0.003783428085346263,0.38844230855711126
0.898,0.9008275005485847,0.002827500548584716,0.31486643080007976
1.116,1.1165915251458771,0.0005915251458770143,0.053004045329481574
1.045,1.043662021616747,-0.0013379783832530023,0.1280362089237323
1.157,1.1528911415622214,-0.00410885843777864,0.3551303749160449
1.182,1.1790990915293165,-0.002900908470683472,0.24542372848421928
1.04,1.0389786707906752,-0.0010213292093248505,0.098204731665851
1.087,1.0847983438526576,-0.002201656147342357,0.20254426378494544
1.073,1.0702666512350847,-0.0027333487649152666,0.2547389342884685
0.957,0.9602227775300907,0.0032227775300907036,0.33675836260090947
0.928,0.9263308990967785,-0.0016691009032215876,0.1798600111230159
0.148,0.14978453273086234,0.0017845327308623482,1.2057653586907757
0.524,0.5165854139316204,-0.007414586068379636,1.4149973412938235
1.031,1.0295687412334027,-0.001431258766597221,0.1388223827931349
0.95,0.947737715673108,-0.0022622843268919057,0.23813519230441116
0.749,0.7492213619611859,0.00022136196118593965,0.02955433393670756
1.168,1.1660629043574147,-0.0019370956425852626,0.16584722967339577
0.641,0.6373690533716796,-0.0036309466283204195,0.5664503320312666
